"","ObjectNum","Name","Type","Magnitude","Info","Constellation","List","Season","Zone"
"1","40","PK 120+9.1","Planetary Nebula",10,"Size: 0.6  F, vS, R, vsmbM, *12 sp","Cephas","Herschel 400","Winter","Green"
"2","129","OCL 294","Open Cluster",6.5,"Size: 21.  Cl, vL, pR, lC, st 9...13","Cassiopeia","Herschel 400","Winter","Yellow"
"3","136","OCL 295","Open Cluster",NA,"Size: 1.  glob. cl. , vF, S, eC","Cassiopeia","Herschel 400","Winter","Red"
"4","157","MCG 2-2-56","Galaxy",9.4,"Size: 4.3  pB, L, E, bet 2 cB st","Cetus","Herschel 400","Fall","Green"
"5","185","UGC 396","Galaxy",8.2,"Size: 11.5  pB, vL, iR, vgmbM, r","Cassiopeia","Herschel 400","Winter","Green"
"6","205","M 110","Galaxy",7,"Size: 17.4  vB, vL, mE 165deg , vgvmbM;","Andramada","Herschel 400","Fall","Green"
"7","225","OCL 305","Open Cluster",7,"Size: 12.  Cl, L, lC, st 9...10","Cassiopeia","Herschel 400","Winter","Green"
"8","246","PK 118-74.1","Planetary Nebula",7,"Size: 3.8  vF, L, 4 st in dif neb","Cetus","Herschel 400","Fall","Green"
"9","247","ESO 540-22","Galaxy",7.9,"Size: 20.0  F, eL, vmE 172deg","Cetus","Herschel 400","Fall","Green"
"10","253","ESO 474-29","Galaxy",6.1,"Size: 25.1  !! vvB, vvL, vmE 54deg , gbM","Sculptor","Herschel 400","Fall","Green"
"11","278","UGC 528","Galaxy",9.9,"Size: 2.2  cB, pL, R, 2 st 10 nr","Cassiopeia","Herschel 400","Winter","Green"
"12","288","ESO 474-SC37","Globular Cluster",8.1,"Size: 13.8  glob. cl. , B, L, lE, st 12.","Sculptor","Herschel 400","Fall","Green"
"13","381","OCL 317","Open Cluster",9,"Size: 6.  Cl, pC","Cassiopeia","Herschel 400","Winter","Green"
"14","404","UGC 718","Galaxy",9.1,"Size: 4.4  pB, cL, R, gbM, beta And sf","Andramada","Herschel 400","Fall","Green"
"15","436","OCL 320","Open Cluster",8.8,"Size: 6.  Cl, S, iF, pC","Cassiopeia","Herschel 400","Winter","Green"
"16","457","OCL 321","Open Cluster",6.4,"Size: 13.  Cl, B, L, pRi, st 7, 8, 10","Cassiopeia","Herschel 400","Winter","Green"
"17","488","UGC 907","Galaxy",9.3,"Size: 5.2  pB, L, R, svmbM, *8 f 10'","Pisces","Herschel 400","Fall","Green"
"18","524","UGC 968","Galaxy",9.6,"Size: 3.2  vB, pL, mbM, 4 S st nr","Pisces","Herschel 400","Fall","Green"
"19","559","OCL 322","Open Cluster",9.5,"Size: 4.  Cl, B, pL, pRi","Cassiopeia","Herschel 400","Winter","Green"
"20","584","IC 1712;H I 100","Galaxy",9.4,"Size: 3.8  vB, pL, R, mbM, p of 2; = IC","Cetus","Herschel 400","Fall","Green"
"21","596","MCG 1-5-5","Galaxy",9.9,"Size: 3.5  pB, R, bM, R, *6 f 12'","Cetus","Herschel 400","Fall","Green"
"22","598","M 33","Galaxy",4.7,"Size: 62.  ! eB, eL, R, vgbMN; = M33","Triangulum","Herschel 400","Fall","Green"
"23","613","ESO 413-11","Galaxy",9,"Size: 5.8  vB, vL, vmE 118deg , sbM, *10","Sculptor","Herschel 400","Fall","Green"
"24","615","MCG 1-5-8","Galaxy",10.5,"Size: 4.0  pB, pL, ilE, gbM, r, *8 np 10","Cetus","Herschel 400","Fall","Green"
"25","637","OCL 329","Open Cluster",8.2,"Size: 4.  Cl, pS, B & vF st","Cassiopeia","Herschel 400","Winter","Green"
"26","651","M 76","Planetary Nebula",11,"vB, f of Dneb; = M76","Perseus","Herschel 400","Winter","Green"
"27","654","OCL 330","Open Cluster",6.5,"Size: 5.  Cl, iF, Ri, one *6-7, st 11...","Cassiopeia","Herschel 400","Winter","Green"
"28","659","OCL 332","Open Cluster",7.9,"Size: 5.  Cl, lRi, st B","Cassiopeia","Herschel 400","Winter","Green"
"29","663","OCL 333","Open Cluster",7.1,"Size: 16.  Cl, B, L, eRi, st pL","Cassiopeia","Herschel 400","Winter","Green"
"30","720","MCG 2-5-68","Galaxy",9.2,"Size: 4.4  cB, pL, lE, psmbM","Cetus","Herschel 400","Fall","Green"
"31","752","OCL 363","Open Cluster",5.7,"Size: 50.  Cl, vvL, Ri, st L & sc","Andramada","Herschel 400","Fall","Green"
"32","772","UGC 1466","Galaxy",9.3,"Size: 7.1  B, cL, R, gbM, r","Aries","Herschel 400","Fall","Green"
"33","779","MCG 1-6-16","Galaxy",10,"Size: 4.1  cB, L, mE 162deg , mbM","Cetus","Herschel 400","Fall","Green"
"34","869","OCL 350","Open Cluster",4,"Size: 30.  ! Cl, vvL, vRi, st 7...14","Perseus","Herschel 400","Winter","Green"
"35","884","OCL 353","Open Cluster",4,"Size: 30.  ! Cl, vL, vRi, ruby * M","Perseus","Herschel 400","Winter","Green"
"36","891","UGC 1831","Galaxy",9,"Size: 13.5  ! B, vL, vmE 22deg","Andramada","Herschel 400","Fall","Green"
"37","908","ESO 545-11","Galaxy",9.2,"Size: 5.5  cB, vL, E","Cetus","Herschel 400","Fall","Green"
"38","936","UGC 1929","Galaxy",9.1,"Size: 5.2  vB, vL, R, mbMN, p of 2","Cetus","Herschel 400","Fall","Green"
"39","1022","MCG 1-7-25","Galaxy",10.4,"Size: 2.5  cB, pL, R, mbM, *11 nf 2'","Cetus","Herschel 400","Fall","Green"
"40","1023","UGC 2154","Galaxy",8.5,"Size: 8.7  vB, vL, vmE, vvmbM","Perseus","Herschel 400","Winter","Green"
"41","1027","OCL 357","Open Cluster",6.7,"Size: 20.  Cl, L, sc st, one 10m","Cassiopeia","Herschel 400","Winter","Green"
"42","1052","MCG 1-7-34","Galaxy",9.6,"Size: 2.9  B, pL, R, mbM *12","Cetus","Herschel 400","Fall","Green"
"43","1055","UGC 2173","Galaxy",9.6,"Size: 7.6  pF, cL, iE 80deg , bM, *11 n","Cetus","Herschel 400","Fall","Green"
"44","1084","MCG 1-8-7","Galaxy",9.6,"Size: 2.9  vB, pL, E, gpmbM","Eridanus","Herschel 400","Winter","Green"
"45","1245","OCL 389","Open Cluster",8.4,"Size: 10.  Cl, pL, Ri, C, iR, st 12...15","Perseus","Herschel 400","Winter","Green"
"46","1342","OCL 401","Open Cluster",6.7,"Size: 14.  Cl, vL, ab 60 st","Perseus","Herschel 400","Winter","Green"
"47","1407","ESO 548-67","Galaxy",8.8,"Size: 2.5  vB, L, R, svmbMN","Eridanus","Herschel 400","Winter","Green"
"48","1444","OCL 394","Open Cluster",6.6,"Size: 4.  Cl of ab 30 st 12...14","Perseus","Herschel 400","Winter","Green"
"49","1501","PK 144+6.1","Planetary Nebula",12,"Size: 0.9  PN , pB, pS, vlE, 1' diam","Camelopardalis","Herschel 400","Fall","Green"
"50","1502","OCL 383","Open Cluster",5.7,"Size: 8.  Cl, pRi, cC, iF","Camelopardalis","Herschel 400","Fall","Green"
"51","1513","OCL 398","Open Cluster",8.4,"Size: 9.  Cl, L, vRi, pC, st vL","Perseus","Herschel 400","Winter","Green"
"52","1528","OCL 397","Open Cluster",6.4,"Size: 24.  Cl, B, vRi, cC","Perseus","Herschel 400","Winter","Green"
"53","1535","PK 206-40.1","Planetary Nebula",9,"Size: 0.7  PN , vB, S, R, pS, vsbM, r","Eridanus","Herschel 400","Winter","Green"
"54","1545","OCL 399","Open Cluster",6.2,"Size: 18.  Cl, pRi, lC, st L","Perseus","Herschel 400","Winter","Green"
"55","1647","OCL 457","Open Cluster",6.4,"Size: 45.  Cl, vL, st L, sc","Taurus","Herschel 400","Winter","Green"
"56","1664","OCL 411","Open Cluster",7.6,"Size: 18.  Cl, lRi, lC, pL","Auriga","Herschel 400","Fall","Green"
"57","1788","LBN 916","Nebula",NA,"Size: 8.  B, cL, R, bM *** ; *10 inv in","Orion","Herschel 400","Winter","Green"
"58","1817","OCL 463","Open Cluster",7.7,"Size: 16.  Cl, L, Ri, lC, st 11...14","Taurus","Herschel 400","Winter","Green"
"59","1857","OCL 428","Open Cluster",7,"Size: 6.  Cl, pRi, pC, st 7...","Auriga","Herschel 400","Fall","Green"
"60","1907","OCL 434","Open Cluster",8.2,"Size: 7.  Cl, pRi, pC, R, st 9...12","Auriga","Herschel 400","Fall","Green"
"61","1931","OCL 441","Cluster Nebulosity",10.3,"Size: 3.  vB, L, R, B***  in M","Auriga","Herschel 400","Fall","Green"
"62","1961","IC 2133","Galaxy",10.1,"Size: 4.3  cF, pL, iF, mbM, er, * inv; (","Camelopardalis","Herschel 400","Fall","Green"
"63","1964","ESO 554-10","Galaxy",9.8,"Size: 6.2  F, L, R, vsvmbM *12, 3 st inv","Lepus","Herschel 400","Fall","Green"
"64","1980","OCL 529","Nebula",NA,"Size: 14.  vF, vvL, 44 Ori inv","Orion","Herschel 400","Winter","Green"
"65","1999","LBN 979","Nebula",NA,"Size: 16.  *10-11 inv in neb","Orion","Herschel 400","Winter","Green"
"66","2022","PK 196-10.1","Planetary Nebula",11,"Size: 0.3  PN , pB, vS, vlE","Orion","Herschel 400","Winter","Green"
"67","2024","CED 55P","Nebula",NA,"Size: 30.  ! irr, B, vvL, black sp incl","Orion","Herschel 400","Winter","Green"
"68","2126","OCL 418","Open Cluster",10,"Size: 6.  Cl, not Ri, *7 n","Auriga","Herschel 400","Fall","Green"
"69","2129","OCL 467","Open Cluster",6.7,"Size: 7.  Cl, pL, 40 or 50 st 8...15","Gemini","Herschel 400","Winter","Green"
"70","2158","OCL 468","Open Cluster",8.6,"Size: 5.  Cl, pS, mC, vRi, irr triangle","Gemini","Herschel 400","Winter","Green"
"71","2169","OCL 481","Open Cluster",5.9,"Size: 7.  Cl, S, lRi, pmC, **  (ADS 4728","Orion","Herschel 400","Winter","Green"
"72","2185","LBN 997","Nebula",NA,"Size: 3.  *11 and 4 S st in vF, L neb","Monoceros","Herschel 400","Fall","Green"
"73","2186","OCL 498","Open Cluster",8.7,"Size: 4.  Cl, pL, pRi, pC, st L and S","Orion","Herschel 400","Winter","Green"
"74","2194","OCL 495","Open Cluster",8.5,"Size: 10.  Cl, L, Ri, gvmCM","Orion","Herschel 400","Winter","Green"
"75","2204","OCL 572","Open Cluster",8.6,"Size: 13.  Cl, L, pRi, lC","Canis Major","Herschel 400","Winter","Green"
"76","2215","OCL 550","Open Cluster",8.4,"Size: 11.  Cl, cL, pRi, pC, st 11...15","Monoceros","Herschel 400","Fall","Green"
"77","2232","OCL 545","Open Cluster",3.9,"Size: 30.  B* (10 Mon) + Cl","Monoceros","Herschel 400","Fall","Green"
"78","2244","NGC 2239","Open Cluster",4.8,"Size: 24.  Cl, beautiful, st sc (12 Mon)","Monoceros","Herschel 400","Fall","Green"
"79","2251","OCL 499","Open Cluster",7.3,"Size: 10.  Cl, vL, E, Ri, lC","Monoceros","Herschel 400","Fall","Green"
"80","2264","OCL 495","Cluster Nebulosity",2.9,"Size: 60.  eL neb, 3deg  diam, densest 1","Monoceros","Herschel 400","Fall","Green"
"81","2266","OCL 471","Open Cluster",10,"Size: 7.  Cl, pS, eC, Ri, st 11...15","Gemini","Herschel 400","Winter","Green"
"82","2281","OCL 446","Open Cluster",5.4,"Size: 15.  Cl, pRi, vlC, st pL","Auriga","Herschel 400","Fall","Green"
"83","2286","OCL 548","Open Cluster",7.5,"Size: 15.  Cl, L, C, ab 100 st 9...15","Monoceros","Herschel 400","Fall","Green"
"84","2301","OCL 540","Open Cluster",6,"Size: 12.  Cl, Ri, L, iF, st L & S","Monoceros","Herschel 400","Fall","Green"
"85","2304","OCL 484","Open Cluster",10,"Size: 5.  Cl, pL, Ri, mC, st vS","Gemini","Herschel 400","Winter","Green"
"86","2311","OCL 553","Open Cluster",10,"Size: 7.  Cl, lC, not Ri","Monoceros","Herschel 400","Fall","Green"
"87","2324","OCL 542","Open Cluster",8.4,"Size: 8.  Cl, L, Ri, cC, st 12...16","Monoceros","Herschel 400","Fall","Green"
"88","2335","OCL 562","Open Cluster",7.2,"Size: 12.  Cl, L, lC","Monoceros","Herschel 400","Fall","Green"
"89","2343","OCL 565","Open Cluster",6.7,"Size: 7.  Cl, cL, P, lC","Monoceros","Herschel 400","Fall","Green"
"90","2353","OCL 567","Open Cluster",7.1,"Size: 20.  Cl, L, lC, one vB*","Monoceros","Herschel 400","Fall","Green"
"91","2354","OCL 639","Open Cluster",6.5,"Size: 20.  Cl, cRi, lC","Canis Major","Herschel 400","Winter","Green"
"92","2355","NGC 2356","Open Cluster",10,"Size: 9.  Cl, pS, pRi, mC, st 15...16","Gemini","Herschel 400","Winter","Green"
"93","2360","OCL 589","Open Cluster",7.2,"Size: 13.  Cl, vL, Ri, pC, st 9...12","Canis Major","Herschel 400","Winter","Green"
"94","2362","OCL 633","Cluster Nebulosity",3.1,"Size: 8.  Cl, pL, Ri (30 CMa)","Canis Major","Herschel 400","Winter","Green"
"95","2371","NGC 2372","Planetary Nebula",12,"Size: 0.9  B, S, R, bMN, p of Dneb","Gemini","Herschel 400","Winter","Green"
"96","2372","NGC 2371","Planetary Nebula",NA,"pB, S, R, bMN, f of Dneb","Gemini","Herschel 400","Winter","Green"
"97","2392","PK 197+17.1","Planetary Nebula",9,"Size: 0.7  B, S, R, *9 M, *8 nf 100""","Gemini","Herschel 400","Winter","Green"
"98","2395","OCL 502","Open Cluster",8,"Size: 12.  Cl, pRi, C","Gemini","Herschel 400","Winter","Green"
"99","2403","UGC 3918","Galaxy",7.4,"Size: 17.8  !! cB, eL, vmE, vgmbMN","Camelopardalis","Herschel 400","Fall","Green"
"100","2419","GCL 12","Globular Cluster",10.4,"Size: 4.1  pB, pL, lE 90deg , vgbM, *7-8","Lynx","Herschel 400","Fall","Green"
"101","2420","OCL 488","Open Cluster",8.3,"Size: 10.  Cl, cL, Ri, C, st 11...18","Gemini","Herschel 400","Winter","Green"
"102","2421","OCL 626","Open Cluster",8.3,"Size: 10.  Cl, L, cRi, st 11...13","Puppis","Herschel 400","Fall","Green"
